artist_id,artist_mbid,artist_7did,artist_name
'ARYWZLP1187FB4F7D3','6f5bfd20-84cc-4879-8a40-05631ad576c7',182859,'Vincenzo Bellini'
'ARVLIVA1187B991590','a774549d-0bc6-470f-a055-c4b12dfd0085',271382,'Zeca Baleiro'
'ARWHWYH1241B9CCA16','',264969,'Mario Garcia'
'ARAMCAZ1187B9AB6F5','3a99c1de-010b-4a93-a566-d5891c51914d',178702,'Afrob feat. Sarah'
'ARJ8ZIQ1187FB3FB5A','6f3fe19e-8b20-4c49-b2f3-33ac39afe933',165211,'Milo'
'AR06USW1187FB4EACA','457fd7a8-eac0-41ac-b088-b44840288f4d',349533,'The Lord Weird Slough Feg'
'ARPN0NC1187B991591','017151db-3920-4b4d-ab17-c8c5b6616648',30959,'Eddie Jones'
'ARHBWOZ1187FB3FD53','e6ff2839-5ccb-451b-b07e-f485bc143118',25694,'Utopia'
'ARDKBQO1242077E25E','',317827,'Matteo Bonfanti e i maledetti'
'AR41ESB1187FB360B1','f38cd4b8-5701-4f0c-ade1-1f056ec13f11',5444,'Gloria'
'ARK24KH1187B9B6B93','a70b63fd-cae7-4a5f-b338-b18343f3ee2f',335742,'Vaselines'
'ARTFDBX1269FB34CA4','',425778,'Catia Werneck'
'ARYB2FW1187B991400','34170ffd-8ad7-44e5-8414-446a830d99b2',187361,'Wilmington Chester Mass Choir'
'ARYC3YP1187FB4C64D','51d523e4-8ea5-4d78-aa64-b99d4cc0a780',91706,'Leonid Rudenko'
'ARCHVKD1187B9934E9','df71a2e3-e706-41a2-9a60-b447ec9a36aa',19802,'Bill Perkins'
'ARZSTXE1187B99DD77','a2ad7312-e234-430c-9a0f-317de8ede5b9',32952,'Biddu'
'ARWF1KM1187B9908CA','dbec3b6d-a3f6-410b-9fc5-5cf62008c598',60986,'Spliff'
'ARW3V6T1187B9ACAC4','b44299ef-1399-48a4-832d-899b49c1455d',26669,'Miossec'
'ARAZYBE1187FB38BC1','aaf21e93-f511-4e5d-a758-2c79b243798a',327871,'Memphis Sheiks'
'ARRZZRW1187B9A06E3','550508e3-efae-47de-83cc-e50cc471d7e4',32586,'Rachel Portman'
'AR3TG3X1187FB4D577','fe404dd9-09b2-4ac8-a0e5-8da1c4027061',7163,'Atari Teenage Riot'
'AR576O51187B990C30','1b62df85-00d2-464f-81bc-a5c0cdcad278',2901,'Tampa Red'
'AR8PL5L1187FB37A10','e647f19f-f7eb-4c6a-b100-52b78c353ebf',91115,'A Perfect Murder'
'ARGRMG41187B99AB1E','ae5c5f8e-65dd-4079-a03f-57b7ad145c6e',172607,'Toby Emerson'
'AR0N0DX1187FB41327','4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4',82,'Talvin Singh'
'ARBY23A1187B9A82E4','92d0242d-c47d-4e2b-915d-4f875a07c91f',323208,'Naseebo Lal_ Arif Lohar'
'ARVZWQ31187B9B8946','03098741-08b3-4dd7-b3f6-1b0bfa2c879c',14248,'Liars'
'ARIIUJC122988F51F6','ac240099-5a85-430e-9132-a29b93ae3a45',33942,'Starless & Bible Black'
'AR7CCS31187B98C531','b680492b-1c40-4a57-845e-4d1e57f2f0f5',252034,'Tom Barabas'
'ARQRQRA12131B4B5A8','fa7b9055-3703-473a-8a09-adf2fe031a24',94745,'Cake'
'ARRPFCU1187FB5402E','d9cc01f4-e06f-498d-93ce-057335b4aee0',385731,'Oldelaf et Monsieur D'
'ARQZY2A1187B9B7604','b58cf0ab-c421-4628-8989-b4aa12e8ed76',292509,'Erja Lyytinen'
'ARP6RUO1187FB3F1CF','487904ff-d3ef-477e-813a-c27548bc0570',361046,'The Embarrassment'
'AR059HI1187B9A14D7','56d7c456-3ffb-4384-89bf-b0024c2d9d55',31741,'Roy Drusky'
'ARTL6FB1187FB4EAA7','4939695e-1f38-496f-978f-4ebf9ef13e9d',6822,'Kool Keith'
'AR0VS771187B99564F','7aa4e4b8-ee7f-4216-88c2-ac28a91e5523',69283,'Rocky Hill'
'ARIBTOJ11F4C83E8DD','',359377,b"Undertakin' Daddies"
'ARW45YR1187FB3DE95','da447efe-b2d7-4c62-8743-1d969a108200',36229,'Pierre Perret'
'AR8LD3R1187FB4D08F','22474393-579b-414c-aa24-d74598f193f7',398782,'C.C. Adcock'
'ARPVRUC1187FB4F1DE','d1e1c4d7-cf24-4ea2-96e4-f74e3f4d97ef',34989,'Pitch Black'
'ARSHP5P1187B999685','a45a6bca-9329-4116-a7f8-0a273031c6b4',103313,'Rude Boys'
'ARYV1OT1187B9B4C8E','2d67f7f4-1e85-4278-bac6-424e6204a8b9',108554,'Commander Cody And His Lost Planet Airman'
'ARSX72J1187FB3740D','4d8163d2-e020-40c3-bf45-d6532e3cd44f',196416,'Big Mike Griffin'
'AREKZKE11F50C4A7D8','',251879,'Rocker-T'
'ARQ9BO41187FB5CF1F','fbdaf414-feeb-4a64-bebb-1ec477ac3663',9400,'John Davis'
'ARKWCGR1187B992B71','217794c8-c7e8-4e9b-b5d0-6aeac98e0e08',16724,'Patricia Kaas'
'ARKNOZU1187FB5A371','2b95a657-9729-4dc7-a02f-7d8624d2c970',1153,'Phil Vassar'
'ARJB9TE1187FB3A9F8','c7b4135b-d12b-429b-b7ff-2584177536f6',17613,'The Edgar Broughton Band'
'ARCDLDD11F33E000A4','',50644,'Varios'
'ARC4O5Z1187B9AE91F','7d1c54f7-04ab-4136-b135-30a533a908a8',279796,'Klimperei'
'ARM891J1187B991327','739d421f-1f7a-4dd8-b56e-fb4fb7634aee',111615,'The Wes Montgomery Trio'
'ARE1DU51187B99BB83','13b97071-47b4-4543-8db3-e2aea3355651',34924,'The Hollywood Brats'
'ARNHMFD1187FB3B3F6','a4dd0e77-83b8-4e92-89b7-effb0e47fd8c',372,'LL Cool J / Freeway'
'ARRDGGE11F4C843F32','',530152,'Farlow-Kirch Band'
'ARIBE791187FB3FFA5','a837db0d-fbeb-4a68-a1e0-7803ab259085',94766,'Mick Hucknall'
'ARS5Z5P1187FB3F325','bf8ea2da-9847-4446-9809-5a3089304e8f',579489,'Sex Machine ft. Sh\xc3\xa8na'
'ARO7FES1187B9A59BE','c9dd9303-6a47-4677-85ff-552693d3d857',144735,'M.I.K.E.'
'ARQ8FR81187FB58D27','ebcf2655-9f48-406b-9e67-d5564358ee18',304060,'Gloria De Haven'
'ARYUHNV1187FB482AF','acf836d7-c773-40ee-860b-5f4024e8e97f',152906,'Megadrums'
'ARUILCK12086C13991','3d8f1f9e-1b40-4491-ab45-c67214150fbe',494775,'Antonio Bribiesca'
'AR9I1L41187FB37F0E','fd23e684-270f-4507-9cb0-a0e0d7854d16',60919,'Harry Connick_ Jr.'
'ARDWS2V1187B99AED0','6f5aa5a9-2a35-4ce2-bbf4-09d5542be50d',627,'Mazz'
'ARTYGL51187B98F9D3','b5cb3237-3941-4346-95fe-3734b30f915f',2079,'K.T. Oslin'
'ARSQRPG11C8A4174C6','776c8e05-9640-400d-b67c-57934d849599',161896,'Esser'
'ARXI7WU1187FB4D75E','5c98fc12-be83-4246-ae5b-2184192913b9',12237,'Tinariwen'
'ARADC5W1187B993322','b2050cd2-65d5-455c-ad2a-a8d1283193ee',299672,'Dottie Rambo_ The Whites'
'ARKE7ZQ1187FB504B','d6d0b51f-1b65-4643-a679-cf4d0c0f3915',23817,'Blackfoot'
'ARM4WGN1187FB3C746','75c78621-0f75-4765-bc69-5f02d8a8a850',121911,'Kyle Eastwood'
'ARWPHQB11F4C83B42','80f0942a-eef4-44f5-b32b-14daf665efa3',603347,'Stickboy'
'AREPOUG11F4C83D36C','b75039d8-ccaf-4092-a310-903b8f594f55',249777,'DJ Rashad'
'AR43KFF1187B9B74B1','b24e9215-56e2-4393-adac-b0aeedc2b330',403682,'Little Freddie King'
'ARANDRM1187B98B446','34db20e0-bb6e-4a45-b067-f51464cd6ee2',144252,'Wild Horses'
'AR59C6A1187B9B2143','81a8b147-a44e-48a6-924a-e92719a72425',335276,b"The Cat's Miaow"
'ARMORUX11F50C4EEBF','',208317,'Terry Muska'
'AR8E1KA1187B9A18C3','341e4591-958d-46b2-98af-12907f2d3cf7',174295,'Mike Vax'
'AR3MSAN1187B98F06','73fdb566-a9b1-494c-9f32-51768ec9fd27',1169,'OutKast featuring George Clinton'
'ARY55LO1187B9A3F17','a8754ac4-a85e-4f48-a81f-eecd482570ef',37984,'Three-6 Mafia'
'ARN5MQ11187B98A12D','1c281608-9d08-402c-a1a3-7242ec3c8c85',571480,'2-Gether feat. Sarinah'
'ARJCOPY1187FB5C315','ee421ee4-f861-405d-8730-29cb512dfdbd',33381,b"K'Naan"
'ARHHNN41187B98B4D5','168a6eea-86cc-4061-8615-164e7a00ae9e',18865,'Miranda Lee Richards'
'ARTWWNA1187B9B3BD7','78e5c8ea-e9c1-4eb3-a410-7001712290c6',5483,'Frederik'
'ARL2XD71187B9B690','83efa4ec-4c87-4953-a162-1861f7ec1158',428172,'The Hokum Boys'
'ARTE9CG1187B99B1AF','f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8',1304,'Karaoke (Made famous by DMX)'
'ARVTGUZ1187B9AA3DA','a2fb78e5-27d3-4479-a511-d93bc0f98a51',36556,'No Address'
'ARCTEJY1269FCCF46D','',575470,'Mr. Grillo'
'ARA3O2C1187B989063','60f4a8da-9595-4ef2-8c1d-5c7a271963cd',62745,'Hinge'
'ARCLGCL1241B9CA830','',364567,'Mich\xc3\xa8le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti'
'ARELMNO1187FB52929','72a813ce-c337-4885-9216-cd0b8e0effb2',165865,'Bottom Of The Hudson'
'AR1ZNJO1187B993E46','c872f796-1497-49d2-8c29-852baa3ede69',107539,'Cadet'
'AROJ4RQ1187FB50102','b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6',102598,'Pinch'
'ARTJ9GZ1187B9B46DE','20da153b-cb7c-487d-a4fe-0bd5c9b4b003',12037,'Young-Holt Unlimited'
'ARMTIIX1187B9A1896','b0c4d346-d93c-41b4-a35f-401f4d3b58e8',67638,'XLNC'
'ARXENBZ11F50C47691','',109963,'Johnny Kidd And The Pirates'
'ARBNXYA1187FB51C50','2f522f5c-111c-4ce8-8bd0-d82e97c227ad',8862,'Daddy Yankee / Bounty Killer'
'ARIMJFK1187FB4ED3E','0b59a279-54ef-4723-854e-a12b61e9581a',22965,'Luke Vibert'
'ARE8LV21187B9B9A6','3fb9ed2c-1586-4084-81d6-d4e07149001f',1273,'Shifty'
'AR26X1C1187B9B0A1','a3c60d26-90d6-4788-ba9b-a89693fc396d',5136,'Conway Twitty'
'AR05IU31187B9B9A1A','38e3d9bd-5ff2-47f2-8519-52bf7572dd1c',12061,'Alex Ubago'
'ARZIXB81187B98FCEC','43670151-f762-4c71-b560-d279d389eb44',107070,'The Plimsouls'
'ARRFTTO1241B9C8C96','',280520,'Artie Fishel & The Promised Band'
'ARDCE3Q1187B99D0D7','fbca5223-6808-49cd-aebe-300600f51077',145368,'Non Phixion'
'ARMFGS71187B98ED03','b8282669-ab13-40c2-a01e-acbb9cf64981',97850,'Les Bonapartes'
'ARFY8NV1187B9B1961','d2b7b5c6-74d3-44bb-8339-289dadb223e3',228630,'Der Moderne Man'
'ARLV03V1187B9A33A9','38a2f32e-0304-4851-9807-9d7f84b12851',338633,'Djelimady Tounkara'
'ARTR7971187FB4CF69','3ce68b60-1c6c-4b0f-87fd-0f13410df01d',133742,'Rocket From The Tombs'
'AR7FN5Y1187B99B248','a111c7e6-bbb7-43bc-a2dd-f0aee3a592c1',390566,'J.R. Writer_ Jha Jha'
'ARD44H211C8A422686','22a8383a-3100-466f-894a-6f5b733ad8cc',258659,'This Or The Apocalypse'
'ARGAJDQ11F50C4EDDF','',189049,'Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola'
'ARYOMNP11F4C842E43','',424098,'Will To Will'
'AR6L0X71187FB49709','e08b91c0-297e-4245-8ff5-380ffae1d0e6',158538,'Paul Cantelon'
'AR2NJW11187FB3F474','e9602fa8-31da-4723-8580-6e66304c567',337424,'Rincon Morales'
'ARW9QSZ1187FB4B93E','42a8f507-8412-4611-854f-926571049fa0',32056,'George Harrison'
'ARTXNYR12802FDE977','982b2315-b19b-4a97-a66a-c6b2904bca9f',568071,'ZombieSuckers'
'ARLLANI1187FB5116F','be0363b0-35ca-41c7-9770-17f73deb77e7',6997,'Simon Harris'
'AR8T56O1187FB51C41','a2b33ca3-35a3-46b8-8e41-bd793fce2d13',513339,'Bruford'
'AR5OH2Z1187B9A46A9','f37b3f31-b1f8-4b88-8cb5-b34f709b17d7',9757,'Iggy Pop'
'AR1RHCO1187B9AF0BF','05b5488d-7141-4b21-819b-d4713abf2a98',4822,'Vince Guaraldi Trio'
'ARWAMNR11E2835E228','276cd998-8def-4456-a847-748e62591748',68928,'Massimiliano Damerini'
'ARLHO5Z1187FB4C861','9beb62b2-88db-4cea-801e-162cd344ee53',505,'Beastie Boys'
'AR6PMJQ1187B9B9655','ef943908-5368-4e2c-8a3f-a0987308241e',530455,'3 Steps Ahead'
'ARDUJZJ1252CCFA253','e27aaef2-a487-40e6-ba01-432c2008fa92',468940,'Whitney Cummings'
'ARXZP9T1187FB4565D','6e3c4fc5-e359-4adc-b035-063811cfe786',453153,'Willie Clancy'
'AR06IFV1187B9977EC','69543b64-20e6-4db4-8e21-e113cd391ffe',188322,'MU330'
'ARTPVDV1187B9A61F1','98f25584-4a44-4b01-afe9-680e909bcd01',273329,'Johnny Keating & All Stars'
'ARL1QL91187B994B08','6e9a0ac8-699b-4817-8f9b-25a6dba89f57',103426,'A Challenge Of Honour'
'AR65OLD1187FB5C103','b3b81e34-2bfa-4d3c-be35-8a528f06fcd0',4546,'P.o.d'
'ARIWB161187B9AA1D5','5d02f264-e225-41ff-83f7-d9b1f0b1874a',48897,'Simon & Garfunkel'
'AR5LE4K1187FB4C3BE','e78202c9-7717-435c-9aac-dd5ebc4e64d5',10898,'John Hiatt'
'ARHWRBR119B8669309','6d2e94ff-76f7-45f7-a7ce-9fe724952b8',527702,'Hatesex'
'ARMTXSP1187B990581','be5d81d1-9f2a-49d1-9a60-ec5824f4086f',47866,'Sheila Walsh'
'ARTML781187B9AF080','8a1d9496-603f-40b1-a38d-2e8985834940',809205,'Neeme Jarvi'
'ARDW74M1187B98DA34','81dfacec-8369-4f61-a31d-6de6761d481f',98976,'Bill & Gloria Gaither'
'AREBSCJ1241B9C7BDF','',-1,'Staatskapelle Dresden/Herbert Blomstedt'
'AR858UO1187FB437B4','ab158e6b-067e-447b-989c-136552c6a39c',358794,'Precious Bryant'
'AREUIRT11F4C8408E6','',187660,'Peter Spence'
'ARDPPNV11F4C842433','',376964,'Marimba Alma De Chiapas De Juan Palacios'
'ARUNHZF122988ED7DA','',142285,'Lou Reid & Carolina'
'ARW0Z9V1187B9A0699','7db6aae5-6644-4513-9bfc-ca2e79d4469c',843,'Peter Tosh'
'ARJNOOU11F4C845A6A','',333618,'Riviera Regime'
'ARZHXR61187FB3D065','',-1,'The Family Stand'
'ARKKTIY11F4C845817','',339118,'Chris Vickery'
'AREW7CO1187B9A1B0D','70925f4f-2c21-47dd-ac1d-bc651bf1b25',25331,'Onesidezero'
'ARRRVMG1187FB532AC','c22de376-80d0-466e-bc06-ec1a00e9aad9',41714,'Radney Foster'
'ARY1QJF1187B98EF3F','87881c1e-f2a7-4a0b-8aec-d90a783a1c6f',25292,'Kathleen Madigan'
'ARFAKQ01187B990163','3e46f4da-eee2-455f-bb72-9ca83887e9e4',89866,'Georges Delerue'
'ARIQZ2V1187B98E546','a4f66024-7840-422f-8d33-ad4cd7d1f9fe',42897,'A-Studio'
'ARWVOHH1187FB5974','185af318-55c7-405f-8b00-0fa308e56da9',28343,b"Screamin' Jay Hawkins"
'ARIQD5J1187B98D8DC','770e74ef-b251-4072-818b-6e53c42a7c1c',31375,'Kerson'
'AR7TTCH1187FB3F95C','d4cc0ed5-0f76-4188-9e14-2a23ca12188a',13637,'Leon Russel'
'ARLMCCW1241B9CE7C','',151599,'Kurt Tepperwein'
'ARG09R51187FB4D5C2','e03c5f07-71e9-4e3c-a9fd-2a90e61d2f2e',4112,'Bryan White'
'AR0V36F1187FB366B1','fce5eb9a-95a7-4a54-b9e4-fe1b036fbe57',2259,'The Chieftains'
'ARIZCNG12802FDFC69','',603017,'Coraleena Ellis'
'AR4L5ZC1187FB450A4','92d446a1-7d4b-4cd2-bfb9-92400ff2f59a',334174,'Bescenta'
'ART97VL1187FB3BD45','856256bc-1ba3-4989-a8e5-fa247ad7a8b4',317079,'F4'
'ARMB95F1187B9B5B93','ea6b7199-901d-4c0e-8242-6d7bc2bf62b7',1642,b"Cam'Ron / Juelz Santana"
'AR7KA5V1187FB44E6','7e5a0c3f-339a-4e5d-aed0-1946112b4a66',176248,'The Del McCoury Band'
'ARCZ42S1187B98C0D7','5791156a-75e9-454d-9a23-fbc2896f9151',204883,'DJ Slugo'
'ARO6WZY1187FB3A86E','23f7ad3f-a189-4a1c-9991-4763ded495a7',7173,'Sonic Subjunkies'
'ARNLOIO11F4C841019','',106070,'Isaacs'
'ARKQN8X1187B99221C','7aeed70b-8768-4e19-9c5a-93dcba2f58e1',6020,'Joe Rogan'
'ARYGSFW1187FB519B1','a04e09c8-733c-4430-9e22-99ef9dd5e2d7',16304,'Mike And The Mechanics'
'ARXOUML1187FB48AC','829d6d29-8857-486e-b9ca-b68a32a41808',239300,'Patrick Lam'
'ARDKSWK1187B99092','e8d5d4b0-5129-4605-8f61-c60a55ff3b1c',265867,'Stan'
'ARS86AJ1187B9B4225','76c9a186-75bd-436a-85c0-823e3efddb7f',52280,'Janis Joplin'
'ARE73DO1187B9B9DDE','f859d09d-d0ff-47fe-9fb8-545ef90add01',377973,'Los Brujos'
'AR08NXW1187B99526D','6eb5ec95-7517-4f90-8adf-dad64aa05021',333894,'Die Symphony'
'ARZMWNY1187B99EBF1','8330d986-aff3-4d79-a22f-50eea8f1c7f2',392792,'Paul Geremia'
'ART35UC1187FB4CC25','a1f22f3f-c753-45e7-ab4d-9cb405518201',7415,'The Flies'
'AR00LNI1187FB444A5','7e836d29-fc2d-4a1f-b8da-566d47c49eed',87908,'Bruce BecVar'
'ARVHJV91187B9B7C91','',161480,'Terminal 11 feat. b.b0Nd'
'AR9YI7H1187B9960E3','966e9735-f97c-40b8-b54c-9a9acf8d7c86',263659,'Dobet Gnahor\xc3\xa9'
'AR8J63I119B8668504','1cb731d7-fee7-4c07-845d-ab60c8ae122f',156345,'Red I Flight'
'ARO4H5M1187FB4384D','b6bc53f4-ff23-4b32-a8ae-46bb13cbba06',197888,'Adrenaline'
'ARZL6CE1187FB3F264','05950280-7d03-4816-aecb-438c9e4cb312',2173,'Mindy McCready'
'AR26XQ61187FB36CF3','9a0117a8-6930-4bb0-9b7b-77362e2a1c6',165469,'Geggy Tah'
'ART70HI1187B9A37BC','6fbd2cfb-5f9c-497c-8e06-3c6668367681',14703,'Elmore James'
'ARBYBBY11F4C8458A8','',345681,'Faking David'
'ARDPZFB1187B9A91C3','5b709a12-ba95-480c-af76-d564f22bc576',40930,'Gisele MacKenzie'
'ARMZJIZ1241B9CA2D','ae892f08-258c-4248-a0c4-14cacecf0f10',425276,'The Jane Shermans'
'ARUNYOW1187FB43F2A','d9109c45-ddf6-4481-89ee-d6bee8306db3',54782,'Blind Boy Fuller'
'ARFZDSJ1187FB494A','31ca8d0e-e9c3-47e3-ac02-94fcc395f37',104926,'Dancecore Allstars'
'ARRJFJ31187B9961EF','7f8759ee-4ddc-4a6b-9d17-0771e1022db7',163502,'Sergio Dalma'
'AR9LJ9D1187FB4303D','f7eb3be3-1065-4a53-94d4-e2d0c15c0b33',92959,'Sean Kingston'
'ARWLJLY1187B9AD881','a933a8ba-54b3-42d8-b2d8-a5fc5405d015',172350,'Desert Dwellers'
'AROJ4RQ1187FB50102','b54cf2cb-16e5-4e17-844a-1f5c2e8ff6a6',102598,'Pinch feat. Rudey Lee'
'AREXX3T1187B989950','f656161e-e11e-489d-85fa-b07cfd5f168c',30118,'Scott Krippayne'
'ARNR58F1187FB52FA9','d5759851-f210-455a-89ef-d569d4739a83',6035,'BigElf'
'AR3USQW1187FB4A90D','0f7159a9-9029-4011-863e-6e2b81015ae8',110086,'Bebo Norman'
'AR2W4T81187FB410A7','1dce970e-34bc-48b2-ab51-48d87544a4c2',20483,'David Gilmour Featuring Richard Wright'
'AR2D0XK1187B98EC4A','3f107c41-0c08-44dc-b2a6-5ad7bc4e8fd6',490841,'Johnny Pearson'
'AR1ZZOW1187B99BA84','cf6fd745-1035-4bad-b0ef-33ed822b00b7',135889,'Bumblefoot'
'ARKEZNY1187B9B7F6C','00e01ffc-aa35-42bb-b14a-340d557e6952',225893,'Irini Merkouri'
'ARI8GY11187B988DF4','acf0ff44-6e77-4ec0-959b-0ebd65a3ff15',184780,'Hemdale'
'ARWV4FQ11C8A42ABCE','22d45110-a886-4ba3-a93f-abefc0e184c1',603503,'Dhamika'
'ARQ6DNW1187FB4DF1D','c617335d-9183-42e1-88a2-3fdbc42bc7a6',137191,'Deborah Coleman'
'AR45GMQ1187FB466DA','df310b1d-65ae-4607-85c5-74e49312ad62',198798,'Richard Walters'
'ARPYTUA1257509E91A','25f7befd-c306-45f3-811b-db470e132f21',490180,'Sirka Ragnar'
'AR2OPWW1187B9A5057','26bfcd89-b3f8-420e-8b9a-22f736e00c02',36882,'Schoolyard Heroes'
'ARHKMWZ1187B99C002','20aa8405-8ac1-4f93-ac47-bad3a4820cac',228433,'Southside Johnny Lyon'
'AR1XUYS1187B9A44D7','4fccc5ba-950d-4698-8655-10844cad67b4',388217,'Natalie MacMaster'
'ARXPDRB1187B9AD0B1','d135874d-9cae-4fef-97e3-36acbd9f5a26',2003,'Patti Smith'
'AREP0H61187FB443CF','f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8',69836,'Grayson Capps'
'AREBCAO1187B994183','3a063ab2-2dd5-4c4e-97f1-86b6f48efdf1',141401,'Jorge Alfano'
'ARAI2ZO1187B9A0536','ac00aa43-3fb1-44c1-953e-62d01858168',28072,'Catupecu Machu'
'ARXWBOL11E2835E5B','2c0be2ba-fa63-430f-afca-7499852158f6',186637,'Abbott & Chambers'
'ARARFT81187FB41EEA','490f9c79-d923-4f65-8618-a9b00cf2cf2c',66972,'Alfredo Guti\xc3\xa9rrez'
'AREB22L1187B9A4BCE','428bdc7a-373c-4cd0-b3a7-1cec7ce868bf',15867,'Bad Azz'
'ARPWMGF1269FB25878','',302902,'Yiannis Tassios'
'ARH24021187FB4DEA1','97cc1631-8822-464d-88eb-a6d97c23e678',157866,'Black Messiah'
'ARBUHDB1187FB3E72C','97ebb1b4-1d9c-4303-bb60-074c993e2d53',16435,'Bobby Vee'
'ARTWNNQ1187B9A15BC','5b357db0-2ecd-42a4-afb8-0004aeec0cbf',53443,'Glen Ricks'
'AR137UW1187B98CCBA','5d84e905-4bbb-4dc1-8380-a796d2d62907',247656,'Charlie Byrd Trio'
'ARSWXNX1187FB3D04E','d30615cd-2e8f-4169-a879-fffa8b17f362',48515,'Chango Spasiuk'
'ARR1R5V1187FB4D234','09885b8e-f235-4b80-a02a-055539493173',8955,'The All-American Rejects'
'ARVV4Y41187B995F04','79c531fa-0495-46bc-99e6-cecd9de04374',105261,'Deepest Blue'
'ARVI9KK1187B9AACB4','0f7f7e94-ce9d-496a-b894-42d642b5229e',41644,'Jan Wayne'
'ARABTW91187FB3A73','d920b15b-4e26-4cfa-b053-24c6129a5c41',87638,'David Summers'
'ARAKX8D1187B98CCE2','6f4e74c9-c3fa-4eef-a97b-80a1026361b8',323330,'Bob Cheevers'
'ARCPN4U1187B9A94B7','31384604-0190-4398-93de-d3dedf79c878',403288,'Freakhouse'
'ARMGO941187FB3B52A','2fd7e5d6-fe15-480e-9f10-6c48f297af23',21388,'Hi-Tack'
'ARC18161187FB4CF4','1de1b55f-59ff-4132-8b2b-3416fbf3f879',52026,'Amil'
'ARO5P0H1187FB5BAD7','04f8dad4-de2d-4e98-8837-6a55075a9847',35927,'Pepper'
'ARZJFOF1269FB36799','f80e08c9-0afe-4265-b61c-542ff10e8891',287720,'Frankie Howard'
'ARABDBR11E2835EADC','42793b22-a0e8-4d84-9151-016339cf1654',410883,'Larytta'
'AR5EQRI1187FB41287','371795db-f780-4380-affd-92e0a0bf7ef5',56813,'Kuba'
'ARGAWJY11F50C50904','',131684,'Jane Winther'
'AR4YY6D1187B9AEC44','c8f8f706-2176-4fde-9f50-4e243dd096c8',10859,'Spooky Tooth'
'ARMHR011187B9A62B5','de7d54d7-0fce-4fb9-84f0-6fee794335d2',20021,'Joe Bataan'
'ARN2ZKL1187FB3972','d25fa5a6-92bf-46a3-8bf7-31149b62eb84',4043,'The Distillers'
'AR19QNR1187B9A13C5','f7ebe5e2-c9fb-4959-a9b3-b09921168d50',215,'Cassidy'
'ARPQ9MD1187FB3D29A','56b9d4e0-6319-4baa-a027-a7c65aeb3da',10556,'Cheri Keaggy'
'ARMX0GY1187B98B62E','4db48def-33c9-4b60-998c-f625c086938a',193271,'Lynn August'
'ARD7DTC1187FB404DF','a49961e2-70c5-454b-835b-7819bfa7c091',225639,'POLINA'
'ARABTW91187FB3A73','d920b15b-4e26-4cfa-b053-24c6129a5c41',87638,'Gorki'
'AR2WUJP1187B99364C','c408069a-4f28-4a2c-80d9-0606c315e76f',552738,'Nicola Fasano'
'ARW7K0P1187B9B5B47','86e736b4-93e2-40ff-9e1c-fb7c63fef5f6',4017,'Barenaked Ladies'
'ARZQ7QA1187B9AD08','070d193a-845c-479f-980e-bef15710653e',4691,'Prince'
'ARD94MR11C8A42B029','3574dd82-abf7-470c-a4b0-89d3cae9e43a',352110,'Richie McDonald'
'ARXLMH011C8A415658','1f2b4a72-1f47-45fe-8349-0c14cc190801',413978,'brokeNCYDE'
'AREY1HI1187B98B395','52a00c95-804c-40e7-9224-6cb13559c61e',4499,'The Gufs'
'ARCT2BM1187FB3D02A','f3c5b7de-3574-49da-ab5c-4b827789e770',60419,'Babbu Maan'
'ARL0ID81187B9B2CB3','867ae21b-cb83-4ec4-ba26-0837a48e84d',161598,'Yvette'
'ARK7ZPW1187B99C170','9dee40b2-25ad-404c-9c9a-139feffd4b57',12255,'Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni'
'ARTVBNL1187FB52DF3','d1440efb-87fb-486e-bfed-d667c9f3e4ef',154612,'Grupo Batuque'
'ARCTOMY1187B9A8175','d1dce444-b829-422d-87aa-4ccb983d58b3',426285,'Computer Paul'
'AR6TZJQ1187B9AD572','3bce590b-479f-42ca-b9e0-82883e0db9a2',6116,'Pierre Boulez'
'AR21YNH1187FB49649','c0c5e158-d61d-4043-a0eb-dc6cc1e0a539',9917,'Ms. Dynamite'
'AR95CRV1187B9AFD6D','c07ef5b7-9264-45d1-84bc-014950398d63',461297,'Pedro Luis e a Parede'
'AROSGVP1187B9B011F','530846f0-4098-4d33-bd8a-8611f823bf51',88121,'The Clancy Brothers;Tommy Makem'
'ARZIKR01187B98DF08','ce48dd78-903e-4737-aee7-5e70bba7e15d',191898,'Joe Grushecky'
'ARFK4281187FB5C811','e4612ab8-6271-43ad-8f60-6d88eeee19d',76733,'Vox Dei'
'ARMH10M1187FB4184F','3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7',12827,'fIREHOSE'
'AR0NKFJ1187B9AF1FF','888b9014-96eb-4794-8e7c-04385ff923ae',19066,'Neil Innes'
'ARIZLHQ1187B9A18C4','580a0f83-f445-4873-b93f-a07faae8ef29',134227,'Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm'
