song_id,album_name
'TRAVNUK128F92F274F','LEAVE!'
'TRAVNHK12903CC5B48','Killer'
'TRAVNSS12903CAE1EF','Urban Vacation'
'TRAVNYY12903CA6AA3','Bloc Bizniz'
'TRAVNST128F422EBD2','Sworn To A Great Divide'
'TRAVNLT128F93528A','Back Up_ Coming Through Remixed'
'TRAVNUX128F422231A',b"Blindman's Sun"
'TRAVNDK128F92E3F08','Technicolor'
'TRAVNKA128F42282D4','Wohin dich die Sehnsucht f\xc3\xbchrt'
'TRAVGFT128F424278','La Extraordinaria Paradoja Del Sonido Quijano'
'TRAVGLC128F931535','Blue Spoon/Spoon In London'
'TRAVGKR128E0789A99','Best Of The Capitol Masters - 90th Birthday Edition'
'TRAVGYX128E078E8A8','Concert - The Cure Live'
'TRAVGZF128F4260E6F','Julie Andrews Selects Her Favourite Disney Songs'
'TRAVGFX128F14ADFED','The Scott Wesley Brown Collection: A Library of 35 Favorite Songs'
'TRAVZZV128F42AE511','Carlos Nunez En Concert'
'TRAVZDX128F92ECF9','The Poems of Elizabeth Bishop and Other Songs'
'TRAVZQD12903CAD658','The Sound Of Music'
'TRAVZTI12903CFD2F7','1942-1952 Jimmy Wakely'
'TRAVTUD128F93094F2','The Future Crayon'
'TRAVTET128EF34EFB8','Extended Play'
'TRAVTGF12903CCE04','Cabaret Days'
'TRAVTPF128F92D107E','NEON'
'TRAVTTD12903C924AD','I Feel So Good_ The 1951-54 J.O.B.Sessions'
'TRAVTWI128F93586D0','EQUALIZE'
'TRAVTEH128E07953EA','Have A Nice Day'
'TRAVSVL128F14B12BE','Around The Fur'
'TRAVSHM128F422C50D','Rock Forever'
'TRAVSQE12903CB6879','The Death Of Romance'
'TRAVSQI128F4255127','Healing Waters'
'TRAVSAW128F9339DF2','Look Out Clouds_ Here We Come'
'TRAVANT128F92E3F71','Mariah Carey Mtv Unplugged Ep'
'TRAVASN128F9361074','Live'
'TRAVAAN128F9359AAE',b"Country 'n' Irish - 20 All Time Favourites"
'TRAVALP128F92E38A1','Ragga Muffin Mix 1991'
'TRAVFEW128F92E2B47','LIVE AT MONTREUX'
'TRAVFSL128E078E22A','A Little Deeper'
'TRAVFVU128F14743B6','Les Ann\xc3\xa9es Chansons'
'TRAVFOA128F92F2B38','Montreux Heat!'
'TRAVOBO128F422B7BC','Maria'
'TRAVOVP128E078512','Payable On Death'
'TRAVOXE12903D0FBB2','Strictly The Best Vol. 31'
'TRAVOJH12903CF3E86','I Love Being Single'
'TRAVOHH128F4247EF9','Sounds So Good'
'TRAVOPU128F9360B7D','Is and Always Was'
'TRAVHRU128F92C637E','The Sisterhood of the Traveling Pants 2'
'TRAVHIA128F1494B0C','Capitol Collectors Series'
'TRAVMUT128F92F9857','Kako'
'TRAVMPT128F4246BE4','Tricks Of Life'
'TRAVMXD12903CBBD0','Blues'
'TRAVMQE12903D08335','Made In England'
'TRAVMXQ128E0785F82','The Motown Anthology'
'TRAVMYN12903CB58A2','Constellation of Rhythm & Blues'
'TRAVMWQ128F934B098','Live In Lulea'
'TRAVMZX128F14AB117','Une Nuit Au Ch\xc3\xa2telet'
'TRAVJDB128F93305E','Siempre Es Hoy/Reversiones'
'TRAVJNA128F421FFE0','Process And Passion'
'TRAVJXS128F931C380','Salsa'
'TRAVCKQ128F935BC1E','Rock Guitar'
'TRAVCBP128F422930E','Fervor / Lost & Found'
'TRAVCWE12903CEF076','Superstar'
'TRAVCNA128F930975C','King of the Distant Forest'
'TRAVDDS12903CDD092','Voyages'
'TRAVDDJ128F92EF09C','Recollection/Live'
'TRAVDMO12903CDA1D','Congo Life'
'TRAVDQQ128F421B864','Wyrd'
'TRAVDBV128F424EAD8','Hold Me'
'TRAVDQU128EF34E7A8','The Best Of Karen Peck And New River'
'TRAVVOP12903CC5771','Bite Harder: The Music De Wolfe Studio Sampler_ Vol. 2'
'TRAVVMO128F422B4CC','A La Naturaleza'
'TRAVVBW128F42819B2','Dear Catastrophe Waitress'
'TRAVVWK128F4244971','Rasta Pon Top'
'TRAVVHD128F4276138','World On A String'
'TRAVVKY128F147C330','This Is Where I Belong: The Songs Of Ray Davies And The Kinks'
'TRAVQTM12903CE81E9','Vintage World N\xc2\xba 16 - EPs Collectors "Yvette Horner And His Accordion'
'TRAVQIO128E0790E80','Soulful'
'TRAVQEN12903CC828C','Rogue Limited 01'
'TRAVQBP128F145BB9','Independent Worm Saloon'
'TRAVQWO128F429BC6','Inertia'
'TRAVQPL128F9308D97',b"Easy Livin' - The Singles A's & 's"
'TRAVQSW12903CE12F8','Fous les canards'
'TRAVXII128F92FCC6D','Mind Control'
'TRAVXUN12903CAC564','Aloha'
'TRAVXZP128F425C677','Places In Time'
'TRAVXJJ12903D0F1D8','Night Shot - The Remixes'
'TRAVEQI128F426F935','Playing For Change'
'TRAVEYE128F933EA89','Stormy Weekend'
'TRAVELY128F42606F8','The Best Of'
'TRAVEKB128F9321D0','Trio! Live @ Artpark'
'TRAVEGQ128F92D94C4','Sabor A Cuba'
'TRAVBLC12903CD66A5','Tall_ Dark & Chicano'
'TRAVBGH128F4276CD','Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui'
'TRAVBSQ128EF344B3C',b"C'est \xc3\x87a"
'TRAVBMS128F423EA54','Teta'
'TRAVBWV128F92D964D','Gaiton N\xc2\xb05'
'TRAVBGZ128F42541D2','Post Industrial Ceremony'
'TRAVBGI128F425F366','The Remix Collection'
'TRAVKJI12903CF479A','Wolfheart (re-issue + Bonus Tracks)'
'TRAVKGJ12903CB81E3','The Family'
'TRAVKUT128F93462CE','A New Day Yesterday Live'
'TRAVKOP12903CD4E39','Doble Contenldo : Perez Prado'
'TRAVKJJ128F424DA32','Pop Pop'
'TRAVLLM128F933067','Electronic experimental and microtonal 1953-1999'
'TRAVLKA128F428BBD3','Standing Ovation - The Very Best Of The Dells'
'TRAVLBV128F9349C70','Original Album Classics'
'TRAVYNN128F425EBBC','Hero'
'TRAVYHI12903CB95EC','The Last Street Preacha'
'TRAVYTB128F4242404','Dans Ma Radio'
'TRAVYVD128F4237876','Idem'
'TRAVYRR128F423C597','Zipper Catches Skin'
'TRAVYXA128F425906C','Tu Me Haces Falta'
'TRAVYPH128F149B902','Aman Iman: Water Is Life'
'TRAVPUM128F422062C','Rexx Erected'
'TRAVPQQ128F92F998A','The Kinks Choral Collection By Ray Davies and The Crouch End Festival Chorus'
'TRAVPSC128F147BEA8','Only The Good Die Young'
'TRAVPYY128F92CEBA','Bebo Norman'
'TRAVPKC128F424C826',b"Turned Left But Don't Know If It Was Right"
'TRAVPOK128F423276A','Barely Contained - The Studio Sessions'
'TRAVPHB128F92DA4F5','Arrival'
'TRAVPRG12903CCBF03','Listen'
'TRAVPNQ128F933F216','No Regrets'
'TRAVPYA128F92D944F','El Mejor'
'TRAVPGQ128E079530E','Hours'
'TRAVWHZ128F932B179','Mirror Music'
'TRAVWAA128F145DE49','Blues Cross Country'
'TRAVWYR128F92DED0F','Comme Vous'
'TRAVWWN128F4298B20','Tunnuss\xc3\xa4vel'
'TRAVWZA128F931F36E','90s Rock Gold'
'TRAVWLA12903CC81E1','Zhivaya Stal`'
'TRAVWTN128F425D2D5','Eye Of The Zombie'
'TRAQRLZ128F425CE1D',b"Chantal's Way"
'TRAQRUZ128F149627D','Two Brothers'
'TRAQRTQ128F42707EA','Super Hits'
'TRAQRHA128F93001E','Room On Fire'
'TRAQRTB128F9332168',b"Fire and Ice II - The 'Lost' Tapes"
'TRAQRFD128F9322DE6','Novedades'
'TRAQRSO128F92D5C48','Dipla Se Sena'
'TRAQUWF128E07924E4','Opposite Of H20'
'TRAQUVZ128F932B2B7','Is Having A Wonderful Time'
'TRAQUCX12903CD43F9','Backroom Beats 2'
'TRAQUIR128F429B067','Babies Go To Sleep'
'TRAQUFS12903CF9F32','Down the Road Apiece - Live'
'TRAQURF128F932BAFA','For All Our Sins'
'TRAQUJD128F933BBF9','Concert'
'TRAQIWL12903CF2A34','Yes! 2-Disc Set'
'TRAQIDB128F9339E13','Freedom Of Expression'
'TRAQIHG128F424B549','Bassturk'
'TRAQIYQ12903CBAE8A','Gospel'
'TRAQIET128F9338109','Canciones Para Grandes'
'TRAQIUE128F4286303','Future Shock'
'TRAQITZ128F4265E0E','Wanted Man: The Johnny Cash Collection'
'TRAQNUS128F14698ED','Modus Operandi'
'TRAQNEC128F14ADF01','Petraphonics'
'TRAQNMM12903D00407','Preset 001 / Reset 001'
'TRAQNMX128F427CAF',b"Les Fiances D'Auvergne"
'TRAQGWN12903CE658C','A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter'
'TRAQGZY128F425E791','East'
'TRAQGRI12903CEE1DA','Mes premiers vinyls'
'TRAQGWU128F93275F9','Live At The Old Waldorf'
'TRAQGHF128F4263CC','Untitled'
'TRAQGID128F932232D','House of Stone'
'TRAQZTC128F933E227','Never Alone'
'TRAQZPC12903CDE0D5','Going Out Tonight (feat. Jaime) - Single'
'TRAQZGZ128F92FF445','Estrella de Ros'
'TRAQZSL128F426A842','Rebirth'
'TRAQZBF128F42830A1','Live And Loud'
'TRAQZJM128F4216397','Sanddollars EP'
'TRAQZUA12903CE65F2','Night work'
'TRAQZQC128F14ACB44','Luna Rossa'
'TRAQZIY128F427F117','The Tarrega Legacy (Music of the Father of the Classical Guitar)'
'TRAQTOS128F428E94','Another Fine Mess'
'TRAQTCE128F92E341E','Esa Pakarinen'
'TRAQSWY12903CEB99F','Soukous Trouble'
'TRAQSYW12903CB969','Whiteout : Music from The Original Motion Picture'
'TRAQSWI128F9343039','Steady On'
'TRAQSEG128F9327EB9','Essential Montreux'
'TRAQSVV128EF34BBEC','Unter Wert'
'TRAQADQ12903CDCEF5','Unsinkable'
'TRAQACX128F92FE83D','Information Society'
'TRAQACB128F4263F7','This Will Be Laughing Week'
'TRAQAMG128F934AED9','This Toilet Earth'
'TRAQAVX128F42A13D7','Reggae Deluxe'
'TRAQAYR128F427DC4C',b"POUR CHANTER L'AUVERGNE"
'TRAQFEZ128F92E565D','Morning Cup Of Jazz'
'TRAQFUM12903D0F30','Zume De Tierra'
'TRAQFHK128F92F3274','Heartbreak Boulevard'
'TRAQFGE128F9322ADA',b"Talkin' Stick"
'TRAQFCX128F423C1A4','Rit_ Vol. 1'
'TRAQFXU128F424DF7C','RyanDan'
'TRAQOXO128F42636BD','New Moon Shine'
'TRAQOLQ128EF3531E3','Praise Keeper'
'TRAQOMM12903CC1D1C','Twirl Records Story Volume 10'
'TRAQOFP128F92FF669','Friend EP'
'TRAQOSE128F42575EF','Kingston Hot'
'TRAQHNQ12903CA5676',b"Messin' Around tha House"
'TRAQHHV128F92E0787',b"Don't Be Afraid"
'TRAQHWF128F146FF11','Best!'
'TRAQHMP128F932D69C','The Horrible Plans Of Flex Busterman'
'TRAQHOI128F4233163','In Sorte Diaboli'
'TRAQHKA12903CD817A','English Tale'
'TRAQHVX128F92E444A','Chillout Lounge'
'TRAQMTB128F92FEE3','Frozen Dreams'
'TRAQMNQ128F4250FD8','Encounter'
'TRAQMWJ12903D02BD4','Carnival Of Excess : Limited Edition - Original Mixes'
'TRAQMDS128F9326C87','Attack - The Remixes Part 1'
'TRAQMNJ128F92E9D94','Never Been Better'
'TRAQMBA12903CD57EA','Classic Years of The Merry Macs'
'TRAQMWP12903CAC06F','Early Works'
'TRAQMNB12903CDD58F','Dissimulate'
'TRAQMOX12903CAEBD7','Unsettled Scores'
'TRAQMZG128F427C15C','Themes - Volume 3'
'TRAQMYS128F930582','The Art of War Volume 4'
'TRAQMLV128F92F33C','Music Guide - Athens'
'TRAQJBN12903CC16B5','Black Debbath Hyller Kvinnen!'
'TRAQJGB128F426A9B6','In Step'
'TRAQJLD128F9350D44','Boomerang'
'TRAQJKM128F93578DA','Our Scottish Heritage'
'TRAQJMP128F92E3821','Dead Star / In Your World'
'TRAQJOE128F92F1D58','Introspective'
'TRAQCKG128F421C277','Frei zu sein'
'TRAQCXM128F4230BAD','Left Behind'
'TRAQCTA12903CCE568','Fade'
'TRAQCIE12903D07754','Moss'
'TRAQCVQ128F92D2B3D','All Over The Place'
'TRAQCFJ128F92FFED9','Hot Sauce'
'TRAQDWW12903CF4274','Joan Sutherland'
'TRAQDCD128F935F863',b"Shorty's Blues"
'TRAQDZZ128F42AF66A','Most Known Unknown (Screwed and Chopped)'
'TRAQDID128F92FF26D','The Great Wide Open'
'TRAQDUR128F931B4E9','Wildflowers'
'TRAQDZM128F426444D','Love And Freedom'
'TRAQDYJ128F14989F8',b"Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996"
'TRAQVFU12903CDCB07',b"Can't Fight Robots"
'TRAQVOG128F9340E58','Graffiti'
'TRAQVTO128F14696A6','Homework'
'TRAQVMY128F424C862','Backseat Travelling'
'TRAQVUG128F145EB2E',b"Star Kitty's Revenge"
'TRAQVDI128F42969C8','Wake Up Call'
'TRAQVCT12903CD7F32','Sweet Dreams'
'TRAQVQM128F933DFE','Sneaky Sound System'
'TRAQQHJ128F9345DC3','The Unraveling'
'TRAQQVR128F4255A3A','Demon Days'
'TRAQQUC128F9314732','I Surrender All'
'TRAQQZN128F931FA31','Looking Into It'
'TRAQXOQ128F93228A9','Minha Voz_ Minha Vida'
'TRAQXAZ12903CF156D','Kavalierstart'
'TRAQXJY12903CF3A0E','Rage and Fury'
'TRAQELD128F4274F52','Frankenstein Love'
'TRAQEUQ128F425282E','Satanica'
'TRAQEOP12903CA65E2','Donde Estan Los Ladrones'
'TRAQEKV128F147B762','My Destiny'
'TRAQEVV128EF34E413','Dressed Up As Life'
'TRAQBRP128F92DFCEF','Stay (Bonus Version)'
'TRAQBSN12903CF6797','A Bailar Boogaloo Con La Sublime (Digitally Remastered)'
'TRAQBGF128F429C893','Double Top'
'TRAQBNL128F4254D13','Hold The Faith'
'TRAQBTU128F931BB1D','Wishful Thinking'
'TRAQBNL128F421DC67','The Best Of Frank Stokes'
'TRAQKZA128F9306913','Reggae Salute'
'TRAQKIM128F42618D0','Kinavana'
'TRAQKVC128F425E65C','London Calling / Combat Rock'
'TRAQKPR128F427DDF8','La Ballade Des Gens Heureux'
'TRAQKVM128F145BB26','Wendy Moten'
'TRAQLXW128F4278459','40 Frauen / Im September'
'TRAQLMY128F42313D6','Ummagumma'
'TRAQLIE128F931C3F3','He Holds the Keys'
'TRAQLNE128F42AC1AF','The Cold Earth Slept Below'
'TRAQLTJ128F92E7FEE','Les Increvable N2'
'TRAQYXL128F425EA21','Rivers Of Joy'
'TRAQYZI128F4273CF3','Flashback'
'TRAQYMX12903CAB6C6',b"Shakin' All Over Again"
'TRAQYVG128F92FE7E1',b"I'm Alright"
'TRAQYZO12903CB818E',b"It's Just The Night"
'TRAQYOC128F9341CDC','Genesis'
'TRAQYUA128F428742F','Good Morning Little School Girl'
'TRAQPHP128F92F1464',b"I'm No Angel"
'TRAQPAW128F423666C','Serenity'
'TRAQPHD128F4226E5E','Leave The Story Untold'
'TRAQPWZ128F9333FF8','Las Cosas de Antes'
'TRAQPKV128E078EE32','A Little South Of Sanity'
'TRAQWEF128F92D2831','Voices'
'TRAQWKC128F428BD2C','Cormorant'
'TRAQWJZ128F4243C9','Back To The Front'
'TRAXRRI128F93610C3','Transition'
'TRAXRQZ128F4285FE5','Curtis'
'TRAXRSK128F42B44D2','Stranger Than Fiction'
'TRAXRHD12903CF0EA','Virstele Pamintului'
'TRAXRGF128F930A59F','Ill Communication (Remastered Version)'
'TRAXRAA128F931DFC4','Take Me With You'
'TRAXUQB12903CF2E82','Foreign Objects'
'TRAXUPL128F14A4E4','A History'
'TRAXULE128F9320132','Brothers In Blues & Sisters In Soul'
'TRAXUVK12903CEBD51','Lili Ivanova - Bez Pravila_ Gold Collection'
'TRAXUUN128F4274FB9','Warning Bell'
'TRAXUYT12903CCBF21','R.andom A.cess M.oney'
'TRAXUQL128F932D6C4','We Are One'
'TRAXIDU128E0798B24','Very Best of Montserrat Caballe'
'TRAXIVK128F42628CA',b"Flyin' The Flannel"
'TRAXIYH128F92EE3B3','Larger Than Life'
'TRAXIIG128F427E41A','Blind Boy Fuller Vol. 6 1940'
'TRAXIBJ128F4238364','A-sides_ B-sides and Rarities'
'TRAXIYW12903CB4343','Funeral Dirge for the Rotting Sun'
'TRAXIEJ12903CF24C8','The World\x19s Greatest Arabica - the only Arabic album you\x19ll ever need'
'TRAXNQF128F4272F68','Truly...Sandy'
'TRAXNYL128F92DA2B1','Best Of Jazz'
'TRAXNZQ12903D11EC6','Discograf\xc3\xada Completa Volumen 14'
'TRAXNJW128F427E124','Passenger 57 music from the original motion picture soundtrack'
'TRAXNMN128F4294EA6',b"Mart'n\xc3\xa1lia em Berlim ao vivo"
'TRAXGNO12903CBF173','Inner-Cept'
'TRAXGEA128EF33F237','Musik f\xc3\xbcr taube Ohren'
'TRAXGHO12903CD4403','Running With Scissors'
'TRAXGFM128F421EE47','Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935'
'TRAXGMX128F42536FC','In Session: A Film Music Celebration'
'TRAXGEV12903D16193',b"Zack's Bon Ton"
'TRAXGZE128F4287B9E','A new millenium of du'
'TRAXGZH128F427D44C','The American'
'TRAXZET12903CC1964','5150 Rule'
'TRAXZDY12903CF6D46','Jukin 4 the Haters Vol.2'
'TRAXZFG128F42445F','Are You Ready?'
'TRAXZJV128F4250DF7','Bust Out'
'TRAXTSU128F4241835','Live At The Greek'
'TRAXTDT128F4243F22','The Best Of Clifton Chenier'
'TRAXTAM12903CF3556','Gyldne \xc3\x98yeblikk'
'TRAXSQC128F4223E30','King Of Western Swing_ Vol. 3'
'TRAXSNZ128F9306CA',b"String 'Em Up"
'TRAXSBC128F42AB297','Witness Protection'
'TRAXSMG128F4261743','So Alive'
'TRAXALK128F1462FF7','Certified Hits'
'TRAXATF128F42AAA52',b"Dealin' w/50"
'TRAXAIT128F92D80C6','Imperialism'
'TRAXFBO12903CDFCFC','And The Beat Goes Om'
'TRAXFKX12903CE898E','The X-Factor (Side B)'
'TRAXOHK128F42514BE',b"Collector's Edition"
'TRAXOQD12903CDD59D','Dissimulate'
'TRAXOWL128F9343C95','Still Unforgettable'
'TRAXOQP128F930DD49','In The Summertime - Greatest Hits'
'TRAXOIQ128F4279F9C','Set For Life'
'TRAXHRJ128EF356C79',b"See My Trains Passin' Vol 1"
'TRAXHQZ128F4278712','Raphael Para Todos'
'TRAXHPS12903CB6C3D','3 Spirit'
'TRAXMDO128F9342A54','In for the kill'
'TRAXMNP128F9339BA3','High Kicks'
'TRAXMZA128F42645F3','Vision Of The Valley'
'TRAXJUF12903D0F11F','Pure Cotton'
'TRAXJMF128F42555A','Tell The World About This'
'TRAXJWH128F42654DC','Resurrection'
'TRAXJHY128F426BE4C','We Are Marshall'
'TRAXJHG128F427EA02','The Better Life - Deluxe Edition'
'TRAXJQM128F42903F2','All Good Things'
'TRAXJVR12903CD2576','My Heart Goes Up'
'TRAXJSG128EF34EFE8','Barsat'
'TRAXJEL12903CEBC7E','Me Shivajiraje Bhosale Boltoy'
'TRAXJBW128E0788652','Scratch The Surface'
'TRAXCID12903CDC00D','Revolver'
'TRAXCVG12903CF523C','A Handful Of Songs'
'TRAXCLU12903D0F983','Alma De Buxo'
'TRAXCZO12903CB819D','The Company We Keep'
'TRAXDBM128E0785BD8','The Sound Of White - Australian Version'
'TRAXDEF128F4253194','The Secret Garden'
'TRAXDZH128F425C673','Places In Time'
'TRAXDML128E079159C','Late Registration'
'TRAXDPS128F14AD21','Flight Of The Phoenix'
'TRAXDLB128F423F8F8','Fiorella Mannoia A Tribute'
'TRAXDAH128F422BBFC','Wall Of People'
'TRAXDRW128F428A030','The Gangs All Here'
'TRAXDVL12903D0C503','You Are My Sunshine'
'TRAXDFA128F427CCE7','Puro Cabas'
'TRAXDFV128F93180C0','The Four Trees'
'TRAXDCY128F932ECDA','Peaceful Heart'
'TRAXVGM128F93469D','Leroy Hutson Selected Hits Vol. 1'
'TRAXVEB128F14743B','Les Ann\xc3\xa9es Chansons'
'TRAXVYK128F9313151','A Kiss And A Cuddle'
'TRAXVJD128EF33EEC1','Thirst'
'TRAXVIG12903CE3967','Top 50 Hip Hop Sonneries Vol. 2'
'TRAXVEQ128F92E3694','Flame In My Heart'
'TRAXQZA128F1463DE','No Quarter'
'TRAXQNF128F1486DD9','Broken Boy Soldier'
'TRAXQZC128F425D5DC','Lecci\xc3\xb3n De Vuelo_  Versi\xc3\xb3n 3'
'TRAXXUM128F4244507','Millennium-Tanzparty'
'TRAXXGI128F14688C7','Songs Of A Circling Spirit'
'TRAXXVN128E0791AE4','The Crazy World Of Arthur Brown'
'TRAXXKJ128F92FDCD2','B Somebody'
'TRAXXTA128F146BCA7','With A Boy Like You'
'TRAXXEI128F4293139','Tears Of Stone'
'TRAXXJZ12903CF1731','Lonely Teardrops'
'TRAXXZP128F427ACA6','Igor Stravinsky (1882-1971)'
'TRAXEAE128F42930AA','Bushido Karaoke'
'TRAXEID128F92E0922','Songs From The Recently Deceased'
'TRAXEYV128F932CD95','Victor Vito'
'TRAXEAY128F931C3D0','Blowing The Blues'
'TRAXEBW128F4292391',b"Holi'De'"
'TRAXECH128F421B47F','Zydeco To Go'
'TRAXBZR12903CDCA82','Puce de luxe'
'TRAXBLJ128F92EEBB1','Our Favorite Things'
'TRAXBFN12903C9D50E','RAM 15x15 Vol 2'
'TRAXBKH128F9343764','Warped'
'TRAXBJX128F428A6A9','Zarzuela Arias & Duets'
'TRAXBVE128F932BD11','Little Brother'
'TRAXBYL128F92DA505','Arrival'
'TRAXBTV12903CD8399','When The Broken Hearted Love Again'
'TRAXBUC128F1469548','Preludes_ Airs And Yodels (A Penguin Cafe Primer)'
'TRAXKRW128F93013DF','House of Rats'
'TRAXKLH128F4289138','Electric Blue Watermelon'
'TRAXKNA128F14ACB56','Buongiorno Tristezza'
'TRAXLIU128E07860D4','The Great Depression'
'TRAXLZU12903D05F94','Big Tunes - Back 2 The 80s'
'TRAXLPR128F428E466','Icky Thump'
'TRAXLWW128F9312D64','Come Fill Up Your Glasses'
'TRAXLRT128F4238A87','Strictly The Best 28'
'TRAXLOW128F42542A6','Shake The Devil Off'
'TRAXYPP128F92F9111','Steps of Faith 1987-1991'
'TRAXYGR128EF3456B5','Truth & Lies'
'TRAXYUW128F42981D3','A Cloud Of Red Dust'
'TRAXYUH128F149EA4E','Scratchy: The Reprise Recordings [Includes Liner Notes]'
'TRAXYQF128F42171A7','Bayou Bluegrass'
'TRAXYGX128F93158FC','Once In A While'
'TRAXYWT128F427C9FD','Thisia Live'
'TRAXPYB128F92FA0E','Back In The Game'
'TRAXPGM128F428BBA6','Unforgettable: With Love'
'TRAXPHE128F92F4100','LIVE IN GLASGOW'
'TRAXPHK128F9314DF6','Chica Vaiv\xc3\xa9n'
'TRAXWKR12903CAE160','Celtic Dreams'
'TRAXWTB128F930C2E6',b"The Impressions' The Gift Of Love"
'TRAXWQU128F42716E2','God Bless America'
'TRAXWGC128F428B8B2','020120 (Live)'
'TRAXWIG128F4230D19','Trouble In Mind'
'TRAXWFU128F932CBA0','Gaitas Platinum 2'
'TRAERST128F4266F90','Collection: B. Carlisle'
'TRAERCO128F4222C43','American Indian Ceremonial & War Dances'
'TRAERUT128F429B075','Babies Go To Sleep'
'TRAERMS128F427EC54','Virtual Leisure'
'TRAEUDO128F149CD13','The Second Album + The First Rehearsal Tapes'
'TRAEUMH128F42592BF','Seasons'
'TRAEUAX12903CA7635','The Final Chapter'
'TRAEUIW12903D018F0','You And Your Heart'
'TRAEUCH128F427FA5E','Gus Cannon Vol. 1 (1927 - 1928)'
'TRAEIKO128F932739F','Bestival presents Sunday Best Vol 2'
'TRAEIUN12903CBBAC3','International'
'TRAEIIO128F92E08FD','The Late_ Late Show'
'TRAEISN128F428F699','J. Strauss: Die Fledermaus'
'TRAENOH128F933978A','Colores Santos'
'TRAENWI12903CECA29','An Era Reborn'
'TRAENJB128F9319E46','Kings of Zion Part III'
'TRAENIZ128EF362B86','Mis Boleros'
'TRAENGY128F4272846','Buddy Jewell'
'TRAENVO128E0781A16','100% Colombian'
'TRAENOR128F14585F8','Mambo'
'TRAENTC128F422F01','Magic'
'TRAEGKP12903CBB66','The Choice EP'
'TRAEGRF128F426B2D2','IRISH DRINKING SONGS'
'TRAEGDO128F42705BF','Somebody Bigger Than You And I'
'TRAEGBE128F4284973','Speakerboxxx/The Love Below'
'TRAEGHJ12903CE26DF','Allt \xc3\x84r Skit_ J\xc3\xa4mt'
'TRAEGRR128F422285F','About Time'
'TRAEGGV128F92F29B2','Cherry Pie'
'TRAEGAZ128F426240C','Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon'
'TRAEGRU128F9358874','From Conception to Birth: A Life Unfolds'
'TRAETTV12903CBBD09','Blues'
'TRAETFX128F933CE66','Super Discount'
'TRAETYC128F933BBF4',b"Croc' noces"
'TRAETZJ128F422B208','YOUR WORLD IS BURNING'
'TRAESRT12903CC70CE','Directo en tus manos'
'TRAESVN128F4213033','Hung Like A Fly'
'TRAESQE128F92D0349','Here At The Mayflower'
'TRAESDC12903CCEA5E','All By Myself'
'TRAEABT128F931984D','Good Morning Judge'
'TRAEADK128F4270AA6','The Sky Moves Sideways (Special Edition)'
'TRAEALX12903CB5701','Black Satin Vol1'
'TRAEASY128F148247C','5:55'
'TRAEATZ128F426E5C8','Treat Me Bad EP'
'TRAEAVH128F4270D4C','Party Fiesta_ Vol. 7'
'TRAEAEV128F1493757','Communication'
'TRAEFDK128F1473B92','This Is My Country'
'TRAEFUS12903CC2779','Tammy Wynette - Live at the Rodeo!'
'TRAEFON128E078C6F8','High Time'
'TRAEFOU128F932105','Tarde O Temprano'
'TRAEFYR128F4268253','Grandes \xc3\x89xitos: Los Chunguitos'
'TRAEFDB128E0783952','Say How I Feel'
'TRAEFWP128F4238373','A-sides_ B-sides and Rarities'
'TRAEFTR128F429A360','Christmasing'
'TRAEOGF128F423896A','Strictly The Best Vol. 18'
'TRAEOHK128F932F77A',b"When All God's Singers Get Home"
'TRAEOAW128F4280F8E','Songs of the US Army'
'TRAEOFD128F9311409','The Mix (2009 Digital Remaster)'
'TRAEOBA12903CAFAB0','The Never Ending Why'
'TRAEOGO128F93302B9','Voice From Home'
'TRAEHOI12903CD02C8','The Open Mind Of John D. Loudermilk'
'TRAEHTU128F93353E5','Tesoros De Colecci\xc3\xb3n'
'TRAEHYF128F148AE0C','Real Talk'
'TRAEHLP128F933720D','Summer of a Thousand Years'
'TRAEHXW128F146F3C5','The Best Of Kenny Rogers'
'TRAEHMP128F92DCC42','Con Los Pies En La Tierra'
'TRAEHTK128F14A4706','The Best of Bobbie Gentry: The Capitol Years'
'TRAEMAA128F428E58F','D\xc3\xa9jame Solo'
'TRAEMKJ12903C9D211','Count Talent and the Originals'
'TRAEMZE128F426EB6','Sonny Terry & Brownie McGhee_ Vol. E (1938-1941)'
'TRAEMDH128F146B548','La Portuaria En Vivo'
'TRAEMRI128F425F33D','The Best Of Rene Touzet (His Piano and  Orchestra)'
'TRAEMNZ128F9334662','A Little South Of Sanity'
'TRAEJWK128F149EA60','Scratchy: The Reprise Recordings [Includes Liner Notes]'
'TRAEJAC128F427FBDE',b"Ladies' Choice"
'TRAEJPC12903CD420E','Honest'
'TRAEJFN128F4291C10','So ist das nun mal'
'TRAEJDC128F92D1684','OverTime'
'TRAECVW128E078884D','Siren Song Of The Counter-Culture'
'TRAECWE128F1498516','Rio'
'TRAECSU128F426A84A','A Bizarre Gardening Accident'
'TRAECSZ128F145DEDF',b"Wild_ Cool & Swingin'"
'TRAECBR128F429F8C0','Everytime'
'TRAECKI128F149EA48','Scratchy: The Reprise Recordings [Includes Liner Notes]'
'TRAEDXO128F421B908','Ritual-Live'
