song_id,year
'TRAZCYR12903C98F1D',1998
'TRAZCWP12903CB5764',1993
'TRAZCUE128F4223510',2007
'TRAZCNK128F42A515E',2004
'TRAZDQQ128F93590E2',1963
'TRAZDPO128E078ECE6',1993
'TRAZDTT128F9346306',1965
'TRAZDKY128F4235130',1993
'TRAZDAV128F42A6515',2007
'TRAZDHN12903CB7532',2009
'TRAZDEN128F4276BA9',2005
'TRAZVZJ128F92EF28A',2009
'TRAZVZX128F930C9A2',2003
'TRAZVFJ128F9310CE2',1993
'TRAZVVV128F428A033',1999
'TRAZVYP128F1459AD9',2003
'TRAZVEJ128F92EDA77',2006
'TRAZQET128F42A0449',2004
'TRAZQTY12903CEDACC',2004
'TRAZQJC128F9353DA3',2005
'TRAZXNQ128F93351C4',1999
'TRAZXDC128F429874E',2007
'TRAZEYQ12903C9D099',1984
'TRAZEJN12903CC5E4A',1986
'TRAZEZW128F930F4FF',1993
'TRAZEQU128F42926FD',1982
'TRAZEBG128F1456D2E',1995
'TRAZBPE128F936741A',1990
'TRAZBRT128F9305CE3',1984
'TRAZBBM128F9335F10',2000
'TRAZBBP128E07845D4',2003
'TRAZBYT128F93351CF',1999
'TRAZBJZ128F932B37',1968
'TRAZBQW128F9306FD2',2000
'TRAZKIS12903CEED76',1996
'TRAZKCX128F4288F26',2007
'TRAZKTZ128F425C690',1993
'TRAZKAG12903CD1918',2009
'TRAZKOL128F4234128',2007
'TRAZLXH12903CF7D51',2005
'TRAZLSQ128F424ADE8',2006
'TRAZLLR128F42A8DCC',2006
'TRAZLVR128E078F044',1975
'TRAZYYE128F1456A0E',1995
'TRAZYFP128F9336BD6',1984
'TRAZYQU128F934AC32',1985
'TRAZYFD128F42A0A51',1994
'TRAZYZQ128F92E7FDA',2002
'TRAZYZQ128F146653D',1994
'TRAZYVR128F4280A24',2004
'TRAZYQF12903CE3DA5',2006
'TRAZPJO12903CB4EA6',1958
'TRAZPQE12903CEDBDD',2003
'TRAZWGV128F425DA7C',2007
'TRAZWDT128F4241B14',2008
'TRAZWGK128F93141E3',2008
'TRATRMZ128F42A9AAC',2001
'TRATRMT128F4249901',1975
'TRATRJL12903CAF484',2002
'TRATRJV128F428D077',2003
'TRATRER128EF3441CE',1998
'TRATUBW128F92F3866',2007
'TRATUJR128F42693E6',2005
'TRATUSS128F92FD5AA',1977
'TRATUUD128F9307F90',2005
'TRATUQR128F422F34D',2006
'TRATUPO128F9305A5C',2008
'TRATIBL128F4250E1C',1980
'TRATIRE128F42A667F',2007
'TRATIQJ128F92DFA28',2009
'TRATIAY12903CF7B87',1999
'TRATIKX128F42697BF',2002
'TRATIKG128F4233475',2000
'TRATIYP128F14A3056',1999
'TRATIHR128F9305D63',2003
'TRATIAH128F426B422',2007
'TRATNMX128F427C2FC',1992
'TRATNUJ128F1451E0C',1991
'TRATNNX128F426AA41',1997
'TRATNYK128F428F2D9',2003
'TRATNHC12903CFA949',1993
'TRATGQO128F421B850',2004
'TRATGTP128F427021D',1980
'TRATGOC12903CC5BE2',1989
'TRATGRG128F145310',1991
'TRATGDS128F426A2E8',2001
'TRATZPD12903CC99F',2002
'TRATZRV128F42B3F1',1997
'TRATZQS128F1467D4',1981
'TRATTGP128F932854',1964
'TRATTGW128F427A82D',2008
'TRATTNI128E0799697',2005
'TRATTRX128F92E764F',2001
'TRATTMT128F149167',1972
'TRATSSL128F92F67BD',1979
'TRATSNE128F427EDB6',1989
'TRATSXR12903CE858',2008
'TRATAGT128F42807AF',2004
'TRATARQ128F932BD75',2001
'TRATAIB128F92E81C',1995
'TRATAFP128F423F8DD',1998
'TRATAZV128F425A410',1982
'TRATAQC128F4269549',2003
'TRATAWT128F426B753',2001
'TRATAGC12903CDCE67',2007
'TRATFDV128F42B62F7',1997
'TRATFYD12903CAE45A',2001
'TRATFEN128F14A3A6E',1968
'TRATOQD128F9336A53',1977
'TRATOHC128EF3460DA',2006
'TRATOMT128F4285D7C',1998
'TRATONC128F4299381',1960
'TRATOAJ128F422F6A7',2001
'TRATHCF128F4293FC8',2004
'TRATHTH128F42BC347',2007
'TRATHDO12903CAF45',1964
'TRATHRY128F92C319D',1993
'TRATHVA128F9322A79',1995
'TRATHPX128F9341B8A',1977
'TRATHTT128F4264AA4',1988
'TRATHFM128F148ADD4',2003
'TRATHSS128F9304F31',2003
'TRATMRD12903CBA632',2004
'TRATMBK128F146BB52',2006
'TRATMYK12903CD4305',1998
'TRATMXT12903CC1153',1992
'TRATJYF128F930EA84',1997
'TRATJSR128F4266791',2001
'TRATJXC128F93124CE',2002
'TRATJBD128F4263C26',2004
'TRATCUY128F9308A38',2007
'TRATCMK12903CABAC8',1995
'TRATCLI128F422BCF8',2007
'TRATCDG128F932B4D2',2009
'TRATDDM128F93417AF',1997
'TRATDKN128E078EDB3',2000
'TRATDLH128F93384B0',2009
'TRATDIZ128F4242796',1999
'TRATDTH128F4263AAD',1974
'TRATQWS128F931E5EA',1967
'TRATQDK128F1489B3E',2005
'TRATQII12903CC785F',2002
'TRATQHP128F421CDBA',2003
'TRATQQC128F423851A',2006
'TRATQSL128F932E2ED',1973
'TRATQWZ128F93133F8',2002
'TRATQUI128F9347C68',2006
'TRATXSW128F4243364',1994
'TRATXYI128F42AC8F2',2007
'TRATEMP128E0788535',2001
'TRATESS128F934DA9F',2004
'TRATESL128F92F12DF',1989
'TRATBXO128F1466466',1993
'TRATBRJ12903D06127',2009
'TRATBGP128F1482545',1987
'TRATBNG128F92CADA8',2008
'TRATBMJ12903CB2D45',2010
'TRATBVA128F9312ACC',2009
'TRATBWX128F427D343',1983
'TRATBYD128F92CE21A',2008
'TRATKVY128EF35F97A',2002
'TRATKZR128F426B930',1998
'TRATKNE128F9354E8D',2009
'TRATKHE12903CE1216',2005
'TRATLTV128F92FC979',1985
'TRATYCL12903CECAAC',2003
'TRATYLP12903CC7EA4',2006
'TRATYVV128F931CF6E',1991
'TRATYNL128F429D572',1994
'TRATYGR128F427D08C',2008
'TRATYJI128F4255D27',2004
'TRATYYP128F9335EE9',2006
'TRATPKE128F1467FE7',2006
'TRATPBM128F429EF3F',2007
'TRATPRU128F426E8AC',1990
'TRATPZY128F930CFD0',1973
'TRATPRE128F931B12E',1993
'TRATPJK12903CBF745',1990
'TRATWYC12903CE60D6',2010
'TRASRTM128F42892D2',2008
'TRASRBB128F42AFD5C',2006
'TRASRVD128F933624A',1999
'TRASRBP12903CA768',2005
'TRASRXK128F9311176',2004
'TRASRNM128F92E1C70',1999
'TRASUAV128F4266114',1999
'TRASUTG128F935A445',2003
'TRASUDV128F42B86F',1992
'TRASUJK128E0789C12',2005
'TRASIVA128F933DB52',2009
'TRASIWH128F4234005',1995
'TRASIKP128F423EED7',1999
'TRASNOT128E0791785',1998
'TRASNDM128F92E17E7',2006
'TRASNJX128F4230E5E',1995
'TRASNRV128F931AE2E',1989
'TRASGGB128F428C911',2006
'TRASGQX128F932516C',1983
'TRASGLA128F147F4F6',1995
'TRASGOE128F42328B4',2002
'TRASGKM128F42644C5',1994
'TRASGRP128F9338663',2004
'TRASZQB12903CAAE1',2008
'TRASZML128F42358CD',2007
'TRASZWP128F426730E',2001
'TRASZUN128F148B165',1999
'TRASZPM128F425A17C',1996
'TRASZSF128F428B8F3',1970
'TRASTZG128F9329213',2005
'TRASTLC128F931603A',2009
'TRASTBP128F429755E',1979
'TRASTZY128F145B055',2002
'TRASTOM12903CBE8A6',2008
'TRASTRY12903CB4B0A',2008
'TRASTMM12903CBEF91',2009
'TRASTMN12903CF98D',2002
'TRASTZP12903CDF4A',1994
'TRASTGT12903CDD457',1983
'TRASSZL128F428FA5D',2004
'TRASSFI128F92E2743',1988
'TRASSZI128F146EC5F',2006
'TRASSJE128F427927A',2008
'TRASAUN128F92E3427',1990
'TRASARM12903D03718',2010
'TRASAQI128F426EEA3',1975
'TRASAGX128F4262E28',1990
'TRASAIH128F931F567',2002
'TRASAIC128F4269413',2005
'TRASARO128F145E40F',1966
'TRASAXZ128F9342D50',2000
'TRASAEN128F4266178',1995
'TRASFJS128F92FFC18',1996
'TRASFNS128F145247D',2004
'TRASFBL128EF34E274',1985
'TRASFIH128F92F35EF',2006
'TRASFAV128F93428A4',2009
'TRASOPN128F9316701',2003
'TRASOHB128F92D88B6',2000
'TRASOCX128F4271AB9',1990
'TRASOUI128E078F152',1979
'TRASOTO128F9325223',1982
'TRASONX128F429BE8C',1996
'TRASOHJ128F42512B1',2006
'TRASOQC12903CFFED7',2008
'TRASOFS128F4243346',1989
'TRASOWA128F427A1B6',1993
'TRASHZB128E0791E81',2001
'TRASHYD128F93119EE',2008
'TRASHAE128F933915A',1998
'TRASHPV128F4281CB1',2003
'TRASHSN12903CA9E34',2009
'TRASMER128F4272C1D',2006
'TRASMUR128F42775D6',1999
'TRASJRH12903CF2689',2006
'TRASJMT128F9314118',1965
'TRASJHN128F421E3F1',2007
'TRASJND128F423587C',2001
'TRASJNR128F14795F7',2005
'TRASCWR12903CCC575',1989
'TRASCTT12903CEE207',2002
'TRASCMB128F422B871',2006
'TRASCXB128F423D3E7',1996
'TRASCTM128F92F6F3A',2001
'TRASCAU128E078FB37',1997
'TRASCAH128F147371F',1996
'TRASDIH128F425B6CF',2007
'TRASDRJ128F428B1A7',2006
'TRASDUS12903CA0686',2004
'TRASDGG128F933EDE2',2009
'TRASVZZ128EF35EB69',2006
'TRASVXI12903CF98CD',2002
'TRASVOH12903CCDC0',2010
'TRASVKL128F931652A',2009
'TRASVXM128F934792',1984
'TRASVHD128F1465963',2002
'TRASVJJ128F424BEDF',1989
'TRASQBA128F427B273',2008
'TRASQIB128F426693D',2001
'TRASQLJ128F4288DD0',2004
'TRASQHA128F4280A1D',1984
'TRASQRN128F1464712',2006
'TRASXZE128F427F156',1992
'TRASXHB128F933D3BD',1992
'TRASXPE12903CBE1D2',2006
'TRASXSI128F9345EA2',1999
'TRASXOW12903CB7528',2009
'TRASXYB128F428DFF3',2005
'TRASBZK128F42692CA',2001
'TRASBVS12903CDB231',1998
'TRASBSO128F1465A78',2001
'TRASBVS12903CF4537',2003
'TRASBUV128F933904E',2005
'TRASKLF128F42946DE',1999
'TRASKII128F92FA33E',2006
'TRASKRI12903CE2A7A',2001
'TRASKSG12903CDA87C',1992
'TRASKHI12903CC8F27',2009
'TRASLVU128F933B160',2002
'TRASLUV128F423DA7',2000
'TRASLHI128EF343C84',2006
'TRASLMY128E0782D6A',1977
'TRASLGT12903CDFC6C',2007
'TRASLVK128F935046C',2006
'TRASYQQ128F425092',2005
'TRASYBF128F4249F28',1970
'TRASYVP12903D09590',2008
'TRASYSY128F92F39F5',1980
'TRASYIH12903D08529',2010
'TRASYWM128F14804A5',2006
'TRASYLV128E0794878',1983
'TRASPBJ128F14A9F56',2006
'TRASPVN128F4258C62',1991
'TRASPQA128F4273D22',2005
'TRASPDG128F1489FAF',2006
'TRASPZQ128F933BBDA',1999
'TRASPTN128F14B0EF2',1969
'TRASPAS128E078DFB3',1992
'TRASPZN128F92D278C',1997
'TRASPCN128F92DE67E',2009
'TRASWPD128F42B4F7',2006
'TRASWKJ128E0792FE7',1998
'TRASWIV128E0788A84',2000
'TRASWEK12903CB8417',2010
'TRASWQE128F146C987',2005
'TRASWAT128F93369E7',1997
'TRAARHS128F931689D',2008
'TRAAUZX128F92F3D53',2000
'TRAAUIH128F4254C9D',2002
'TRAAUKK128F933A680',1988
'TRAAUEO128E0780CB9',2003
'TRAAUWD128F930DD4E',2001
'TRAAUMN128F4273561',1998
'TRAAUGZ128F9307F78',2009
'TRAAUSW128F426646E',2005
'TRAAIAE128F42AC53D',2005
'TRAAIAN12903CFF16D',1985
'TRAAIII128F427D5D8',1971
'TRAAIHL128F92E6DDA',1994
'TRAAIYR12903CD290D',2009
'TRAAINT128F933BBE0',1999
'TRAAIDY128F92CA454',1971
'TRAANBH128F9345A6C',1998
'TRAANLO128F422AE37',1994
'TRAANTZ128E0792529',1999
'TRAAGEC128E079252C',2000
'TRAAGOH128F42593CE',2002
'TRAAGVF128E0789785',1990
'TRAAGKQ128F92EAF39',2005
'TRAAGPJ128F428CD1',2005
'TRAAGJV128F1464090',1963
'TRAAGKF128F932D5A2',2001
'TRAAGPH128F4273C8D',1999
'TRAAGPF12903CE027E',1990
'TRAAGCZ128F93210FD',2004
'TRAAZPJ128F4292DB5',1999
'TRAAZGC12903CB5DF',1989
'TRAAZIE128F427961E',1989
'TRAAZLK128F93586D6',2007
'TRAAZQW128F93430DC',1989
'TRAAZBD128F427A97D',2000
'TRAATNJ128F42631BA',2007
'TRAATQC128F425AF61',2004
'TRAATBN128F14ACE82',1986
'TRAATJK128F9339179',2000
'TRAATGM12903C9CD7C',2009
'TRAATIU128F4291A84',2001
'TRAATMY128F149562F',2007
'TRAASKQ128F4265E04',2000
'TRAASGM128EF34DBB0',2007
'TRAASSO12903CDD2FF',1995
'TRAASIG128F92C3A6',2001
'TRAASFP128F42980BD',2001
'TRAASUZ128F9314950',1999
'TRAASKO128F427CE1C',1989
'TRAASQC128F93480F0',2003
'TRAAAEF128F4273421',1982
'TRAAARJ128F9320760',1984
'TRAAABD128F429CF47',1969
'TRAAAFD128F92F423A',2007
'TRAAFJW128F428A424',1992
'TRAAFON128F42926F',1985
'TRAAFMS128F933AB23',1990
'TRAAFRU128F9339158',2000
'TRAAFUJ128F933F42',1997
'TRAAODT12903D0D16E',2010
'TRAAOIN128F9303790',2005
'TRAAOTD128F42322FC',2000
'TRAAOJI128F1458DCD',1981
'TRAAOXM12903CFB3B0',2009
'TRAAHMO128F92DE7C9',2006
'TRAAHZP12903CA25F4',1997
'TRAAHYV128F932A425',1991
'TRAAHJX128F9312B83',1961
'TRAAHPZ12903CB4643',2000
'TRAAHEG128E07861C3',2001
'TRAAHRF128F92FE234',1995
'TRAAMES128F42AF068',2006
'TRAAMFT128F93128AD',2009
'TRAAMKP12903CC74F4',2009
'TRAAMPA128F92E7D0D',1986
'TRAAMSO128EF348DCC',1988
'TRAAMJY128F92F5919',1991
'TRAAMXP128F4264F6A',1998
'TRAAJAC128F148B530',1995
'TRAAJEK128F422F55A',2007
'TRAAJJG128F4284B27',2001
'TRAAJYX128F4255568',1991
'TRAAJJV128F42A2F99',1990
'TRAAJXQ128F92E65BF',2009
'TRAAJJA12903CC518A',1999
'TRAACZK128F4243829',1997
'TRAACOW128F933E35F',1961
'TRAACFV128F935E50',1985
'TRAACTB12903CAAF15',1992
'TRAACNS128F14A2DF5',1997
'TRAACLV128F427E123',2005
'TRAACPE128F421C1B9',1972
'TRAACER128F4290F96',2004
'TRAACSL128F93462F4',1964
'TRAADNA128F9331246',1992
'TRAADLX128F1469250',1995
'TRAADIV12903CB15C1',2007
'TRAADLH12903CA70EE',2003
'TRAADVH128EF34DE7A',1974
'TRAADYB128F92D7E73',2009
'TRAADOF12903CAA1C1',2002
'TRAADQX128F422B4CF',2006
'TRAADYI128E078FB38',1997
'TRAADRN128F932D607',1995
'TRAADMH128F9343E59',2004
'TRAAVOU128F422F292',2005
'TRAAVRJ128F92FF90A',2007
'TRAAVJL128F14ACADD',1987
'TRAAVOK12903CC4773',2002
'TRAAVAH128F4284D7C',1984
'TRAAVIT128F92E657C',2007
'TRAAQYN128F92ED77E',2001
'TRAAQPS128F429161D',1999
'TRAAQIH128F428BDEA',2007
'TRAAQLJ128F428E870',2003
'TRAAQOH128F4265CE6',1996
'TRAAQUC128F9322A82',1995
'TRAAQCK128F92E8C33',2006
'TRAAQLE128F424AE71',1989
'TRAAQBF12903CF796',2005
'TRAAXPA128F92FC706',2005
'TRAAXMX128F9307699',2006
'TRAAXIR128F92D1938',2005
'TRAAXEJ12903CA7253',1991
'TRAAXKI128F92DAC1',2004
'TRAAXUY128F426BA55',1998
'TRAAXCM128F427F97',1993
'TRAAENP128F147BF32',1997
'TRAAEUB12903CDD3EA',2000
'TRAAELO128F9302DD1',1966
'TRAAEMJ128F425A917',1985
'TRAAEWG128F930B3A4',2003
'TRAAEAM128F934B199',1977
'TRAAENC128F1451DE9',1995
'TRAAEEH128E0795DFE',1986
'TRAABJV128F1460C49',1986
'TRAABVM128F92CA9DC',2004
'TRAABLR128F423B7E3',1987
'TRAAKDF128F92FA302',2005
'TRAAKAS128F4246013',1997
'TRAAKTK128F9343DCC',1984
'TRAAKNS12903CC5198',1988
'TRAALNG12903D014E9',2010
'TRAALUX12903CFD50',2004
'TRAALDU128F930D56',2001
'TRAALZC128F92E11A6',1971
'TRAALCM128F4264370',2001
'TRAALRZ128F429024E',1989
'TRAAYTI128F933663',1995
'TRAAYGH128F92ECD16',1960
'TRAAPIV128F1493132',1997
'TRAAPFQ128F42684D',1996
'TRAAPWD128F931ACD4',2004
'TRAAPPQ128F14961F5',1986
'TRAAPSQ12903CAE86A',1988
'TRAAPGF128F1458F8',1983
'TRAAPLS12903CB2D40',2010
'TRAAWUH128F427F12C',1989
'TRAAWGY128F4298A09',1982
'TRAAWOR128F92DF3C8',2008
'TRAAWDK128F92E2A17',2007
'TRAFRFF128F9345B75',2009
'TRAFRTX128F93426B7',2009
'TRAFRLV128F4267ADF',1973
'TRAFRKU128F933CE16',1996
'TRAFRQY128F93186F',2009
'TRAFRYJ128F92E638',1994
'TRAFRCH12903CEA22D',2001
'TRAFRBN128F93095F4',2009
'TRAFRJH128E0781C5',1987
'TRAFRVU128F42649A6',1995
'TRAFRKR128F427D6E6',1999
'TRAFUOZ128EF35A549',1996
'TRAFUGB128F92EDEDC',2009
'TRAFUWI128F934C730',1995
'TRAFUKW12903CD802A',1977
'TRAFUWS128F9320678',1995
'TRAFITO12903D0D16A',2010
'TRAFIBB128F4242351',1990
'TRAFIQB128F423DCBA',1991
'TRAFIPS128F428AF8E',1998
'TRAFIHK12903CBDFF1',2006
'TRAFNEI128F1458CAA',1977
'TRAFNJM128F933D6D',2009
'TRAFGMJ128F930F532',1994
'TRAFZKY128EF36588',1997
'TRAFZRL128F428E465',2007
'TRAFZHK128F145E86',2001
'TRAFZIM128F427D344',1983
'TRAFTFF128F930F77C',2000
'TRAFTCT128F425A900',2005
'TRAFTJB128F931919E',1990
'TRAFTRY128F9329C26',2006
'TRAFTVR128F14775A1',1993
'TRAFTDN128F427C29D',2008
'TRAFTOE12903CF3F5E',1956
'TRAFTMA128F933A3D7',1993
'TRAFSGJ12903CAA742',1947
'TRAFSIP128F9301AE9',2004
'TRAFSGL128F42ADA3E',2005
'TRAFSQP128F424C04F',2005
'TRAFSAO128F92EFA4',2003
'TRAFSAP128E0780ECF',1983
'TRAFAJC128E078888',2005
'TRAFAAS12903CF0BE2',1999
'TRAFAEO128F92E9A19',1985
'TRAFAIB128F426E636',2003
'TRAFAID128F4243DAF',1996
'TRAFABO128F933DE53',2004
'TRAFAQY12903CA70F7',2003
'TRAFFEE12903CC04B4',2001
'TRAFFPR128F421A35F',2001
'TRAFFRG128F421BD23',2008
'TRAFFEQ12903CF4356',2010
'TRAFFDW12903CE53B6',2003
'TRAFFCC128F9348D0D',1997
'TRAFOTS128F42255A6',2005
'TRAFOKY128F4276D91',2000
'TRAFOKY128F92ED751',2008
'TRAFHBH128F42970EF',1982
'TRAFHRS128F14599C0',1998
'TRAFHWP128F9333343',2000
'TRAFHHN128F9317216',2006
'TRAFHJI128F9302CFF',2008
'TRAFMME128F932B4D5',2009
'TRAFMIA128F92E2B2',2003
'TRAFMHY128F92FDDBF',1991
'TRAFMPX128F4246C49',2005
'TRAFMDA128F4224347',1930
'TRAFMNM128F4251008',1956
'TRAFMGJ128F4262151',1998
'TRAFJUW128F427A988',2000
'TRAFJYB128F9311212',1999
'TRAFJXD128F931D0C4',2008
'TRAFJVH128F42BC25E',2000
'TRAFJIW128E078E1DE',2000
'TRAFJUT128F42358BC',2007
'TRAFJUG128F92C77B1',2008
'TRAFCZM128F931AD24',2009
'TRAFCPP128F426EC01',1997
'TRAFCVI128C7196BE6',1991
'TRAFDBU128F93095F8',2009
'TRAFDXV12903D085CF',1994
'TRAFDQJ12903CA09B9',2007
'TRAFDRG128F42797B6',1992
'TRAFDFA128F932C065',2008
'TRAFVWT128F42B1656',2007
'TRAFVDV128F42936BA',1982
'TRAFQJK128F92F5EBE',2000
'TRAFQFM128E078EC97',2000
'TRAFQFD128F9343706',2001
'TRAFQMD128F92D4950',1988
'TRAFQEF128F93561A7',2009
'TRAFQJT12903CF4891',1995
'TRAFQKX128F9347448',2000
'TRAFXCL128F92E7FFD',1989
'TRAFXPQ128F425385C',1966
'TRAFXYN128F148B3B4',1989
'TRAFXMZ128F42AFC47',1997
'TRAFXHL128F148D175',1989
'TRAFEEO12903CFEC87',2008
'TRAFELG128F427C373',2003
'TRAFEZF128F426C497',2005
'TRAFEOY128F4259E97',2009
'TRAFBDA128F14592A9',1993
'TRAFBGP128F1451DFF',2001
'TRAFBXW128E0787291',1979
'TRAFBVU128F426B3F6',2007
'TRAFKHA12903CF0E89',2001
'TRAFKSA128F930F4FA',1993
'TRAFKLJ128F9331BE6',2006
'TRAFKRE128F932002',2008
'TRAFKRN128F4215CC8',1998
'TRAFKFP128F93366A1',2007
'TRAFKDG12903CAB85C',2009
'TRAFLAR128F427FE8D',1988
'TRAFLZY128F148959F',2006
'TRAFLGM128F9358F47',2009
'TRAFLFY128F92C637A',2008
'TRAFLYL128F932DB93',2000
'TRAFYNE128F422F3C',2007
'TRAFYRA128F92FD549',1980
'TRAFYUE12903CAFDF3',1999
'TRAFYEG12903CB647E',1988
'TRAFYGO128F42727E7',2003
'TRAFYAV128F42ACA8C',2005
'TRAFYRO128F42ACFC7',1998
'TRAFYVC128F4268F8',1997
'TRAFYYU128F4229376',2007
'TRAFYGA128F425A92C',1986
'TRAFPAY128F146B23',2006
'TRAFPLF12903CD8AE1',2006
'TRAFPQG128E07870D6',1998
'TRAFPDD128F92FBBA6',1992
'TRAFPFW128F423B0A6',2002
'TRAFWGD128F422F352',2006
'TRAFWEV128F428D391',1998
'TRAFWMO128F92E8216',2009
'TRAFWCO12903CB146E',2010
'TRAOREE128F934DB89',1997
'TRAORSC128F4235056',2001
'TRAORBB12903CF8A0D',1998
'TRAORCM12903CDEC46',2007
'TRAOURR128F931A9EA',1984
'TRAOUTM128F4267580',2008
'TRAOUEB128F423D59E',1991
'TRAOUOI128F4290E44',2000
'TRAOINP128F92F0217',1993
'TRAOIRH128F427C366',1996
'TRAONYI128F9324BA3',1988
'TRAONEQ128F42A8AB7',2006
'TRAONPF128F42480A7',2008
'TRAONNA128F4268CCA',1999
'TRAONBN128F145F0C0',1970
'TRAOGHG12903CA3B89',2008
'TRAOGAZ128F42B7FFC',2006
'TRAOGMD128F9314BCD',1987
'TRAOZNT128F147089A',2006
'TRAOZEJ128F428CCEA',1996
'TRAOZPS128F93369C3',2008
'TRAOZSG128EF3428D8',1977
'TRAOTVL12903CABE54',1995
'TRAOTMV128F934F29D',1994
'TRAOTVH12903CA2DE6',2005
'TRAOTSC128F9338E14',2007
'TRAOSRJ12903CF859F',2006
'TRAOSUD128EF3686A5',1988
'TRAOSFC128F42618F6',1994
'TRAOSDM128F93085C0',2002
'TRAOATJ128F147FC9',1982
'TRAOAFS12903CF2B40',2000
'TRAOAFJ12903CF9652',2009
'TRAOAYQ128F428A098',1993
'TRAOAXK128F4268FE6',1994
'TRAOAAX128F93170DE',2008
'TRAOASQ128F429822C',2004
'TRAOFJS12903CF3F3D',1953
'TRAOFJZ128F92F8F65',2009
'TRAOOHM128F1453E33',2005
'TRAOOCO128F9313739',2009
'TRAOOJG12903CB752A',2009
'TRAOOSW12903CBF122',1995
'TRAOOIA128F428BF64',2007
'TRAOOGD128F92E4768',1992
'TRAOOGL128F93303AA',1997
'TRAOHJU128E0780CD2',2003
'TRAOHPG12903CE4155',1981
'TRAOHNR128F428CD58',1998
'TRAOHYY128F932B1C9',1993
'TRAOHGX12903CE5F83',1991
'TRAOMKV128F428CD51',1998
'TRAOMDT12903CF73C3',2008
'TRAOMMU128F933878',1953
'TRAOMQN128F9328043',2009
'TRAOMIC128F92F2B0',1959
'TRAOJFT128F92CF5B5',2005
'TRAOJEW128F4294CBD',2007
'TRAOJZC128F14932D5',2004
'TRAOJMY128E07836D9',2004
'TRAOJXQ128F1465473',2001
'TRAOJYI128F42AD95E',1995
'TRAOCIR128F9304F92',2004
'TRAOCOE128F4276D18',1985
'TRAOCBU128F92D39F5',2001
'TRAOCSE128F4282321',2005
'TRAODAO12903CB24B8',2005
'TRAODGF128F92F3FF9',2007
'TRAODEJ12903CC4C53',1980
'TRAODLP128F93072E7',2004
'TRAODQE128EF34F51',2003
'TRAODNM128F147CBFC',2006
'TRAOVVK128F932E4EF',2006
'TRAOVDL128F931FB30',1958
'TRAOVNA128F14928A1',1970
'TRAOVRK128F4289B3A',1994
'TRAOQAT128EF366258',1998
'TRAOQUG128F4251672',2001
'TRAOQRI128F424399C',2005
'TRAOXCO128F147830',2004
'TRAOXGY12903CD926C',1996
'TRAOXRL128F92F1A49',1979
'TRAOXSN128F4282FB5',2003
'TRAOXXQ12903CB5BB0',1981
'TRAOXXM128F932FC70',2003
'TRAOXXW128F92E8C86',2009
'TRAOEFE128F425C67A',1992
'TRAOEFX128F4241203',1999
'TRAOECP128F9302A6C',2005
'TRAOEAQ12903CC26BD',2008
'TRAOBBJ128F429D31D',1984
'TRAOBQO12903CCEF53',2001
'TRAOBUI128E078E073',2008
'TRAOBOQ12903CC1289',2002
'TRAOBDT128F42B62F8',1997
'TRAOBNW128F92FCCC0',2008
'TRAOBKM128F92F894E',1996
'TRAOKUH128F4226A6C',2002
'TRAOKSC128F4264989',1995
'TRAOKVY128F426C3D6',2008
'TRAOKYH128F14852C0',1967
'TRAOKXG128F4232497',2005
'TRAOLIX128E0793AFA',1980
'TRAOLOX128F422F02',1981
'TRAOLUA128F422BB1D',1959
'TRAOYHS128F427EF8',1983
'TRAOYFS128F423E593',2004
'TRAOYZH12903CBE1FF',2010
'TRAOYPB128F425AF1C',2002
'TRAOYCS12903CAFCC',2009
'TRAOYQV12903CF8089',2008
'TRAOPXD128F9326B04',2009
'TRAOPVD128F425A989',2007
'TRAOPTT128F145837E',1987
'TRAOPAR128F92EFD17',1987
'TRAOPGC12903CF53F8',1979
'TRAOPRY12903CDD3E0',2000
'TRAOPRI12903C9FC25',1973
'TRAOWXO128E0783F68',2004
'TRAOWIU128F423195C',1998
'TRAOWYT128F930D2D',1964
'TRAOWFX128F4261A00',1979
'TRAOWVD128F930C0D1',2004
'TRAOWTP128F930D700',2009
'TRAOWBP128F4257C64',2008
'TRAHROM128F9308F9',2006
'TRAHRQI128F422BF78',2008
'TRAHRJN128F42ACA90',2005
'TRAHRPF128F4252CB3',2003
'TRAHRIG12903CC4871',2002
'TRAHRRS128F4282F7A',2007
'TRAHRGA12903CBB8AA',1997
'TRAHRSA128F93235C',2009
'TRAHUGQ128F92FF08F',1996
'TRAHUHP128F424BD36',1997
'TRAHUQT128F4281228',2005
'TRAHUSK128F14AD120',1999
'TRAHUTQ128F4254D9A',2001
'TRAHUQF128F934EF0C',2008
'TRAHUWM128F42801C0',2004
'TRAHULA128F92CC05F',1968
'TRAHIPA128F4279744',2000
'TRAHIRO128F93093A1',1986
'TRAHIZR128F148D3D1',1987
'TRAHIJE128F4243356',1995
'TRAHNDR128F4282683',2005
'TRAHNMN128F932DA8E',1997
'TRAHNVN128F933EBE8',1989
'TRAHNPU128F42AEE9C',1988
'TRAHGMC128F92FB531',2002
'TRAHGXT12903CF1566',2009
'TRAHGMV128F92CD444',2008
'TRAHGSZ128F930C9A6',2003
'TRAHZMM128E07838FF',1992
'TRAHZHD128F1462C2D',1978
'TRAHZET128F4271AA0',2001
'TRAHZLT12903CBEE31',2010
'TRAHZIL12903CF1DC2',1996
'TRAHZQF128F92F7F6C',2001
